0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;20_похожих
Тарзан;Приключения;Семейный;Экзотические путешествия;Классика (до 2000 года);7.662;2260;Tarzan;7.3;7.7;;;;;;;;;;;;"Приключения желтого чемоданчика;Новые приключения капитана Врунгеля;Приключения Гекльберри Финна;Приключения маленьких итальянцев;Невероятное путешествие мистера Спивета;Последний дюйм;Приключения Буратино;Отважные капитаны;Далеко по соседству;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Том Сойер;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи;Потерянный горизонт;Приключения барона Мюнхгаузена;Неукротимая Анжелика"
Кон-Тики;Приключения;Биографический;Экстремальное выживание;Современное кино (2000–2020);7.335;506432;Kon-Tiki;7.1;7;;;;;;;;;;;;"127 часов;Альпинист;В диких условиях;Выживая с волками;Борьба со льдом;Выжившие;Затерянный город Z;В Арктику;Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Покорители волн;Выжить;Побег из Гулага;Игра на выживание;Эверест;В белом плену;В сердце моря;В лесах Сибири"
Опасная природа;Приключения;Триллер;Экстремальное выживание;Новинки (2020–2025);5.563;400572;Nature's Grave;5.1;0;;;;;;;;;;;;"Пропавшая экспедиция;Потерянный в снегах;Затерянные в лесах;Над глубиной: Хроника выживания;В Арктику;Призрак и Тьма;Санктум;Выжившая;Затерянные в Антарктиде;Последний герой;Зов предков;72 градуса ниже нуля;Два капитана 2;Я иду искать;Затерянные во льдах;Зов волка;Борьба со льдом;Амазония: Инструкция по выживанию;След тигра;Школа выживания"
Буч Кэссиди и Сандэнс Кид;Приключения;Криминал;Поиски сокровищ;Классика (до 2000 года);7.953;421;Butch Cassidy and the Sundance Kid;8;8.3;;;;;;;;;;;;"Сокровища Сьерра Мадре;Остров сокровищ;Индиана Джонс: В поисках утраченного ковчега;Индиана Джонс и последний крестовый Поход;Индиана Джонс и последний крестовый поход;Пираты;Приключения Буратино;Индиана Джонс и Храм Судьбы;Мумия;Аргонавты;Искатели приключений;Дорога на Эльдорадо;Земля Санникова;Роман с камнем;Золото Маккенны;Красное солнце;Человек из Рио;Золотое путешествие Синдбада;Всадник без головы;Капитан «Пилигрима»"
Черное море;Приключения;Триллер;Поиски сокровищ;Современное кино (2000–2020);6.684;1334732;;0;0;;;;;;;;;;;;"В Арктику;Санктум;Выжившая;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Граф Монте-Кристо;Пираты Карибского моря: Сундук мертвеца;Планета сокровищ;Приключения Тинтина: Тайна Единорога;Атлантида: Затерянный мир;Сокровище нации;Сокровище;Золото;Сокровище нации: Книга Тайн;Пираты Карибского моря: На странных берегах;Сокровище Амазонки;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Затерянный город Z"
Возвращение мушкетеров;Приключения;Исторический;Исторические квесты;Классика (до 2000 года);2.769;309200;;2.5;0;;;;;;;;;;;;"13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя;Д'Артаньян и три мушкетера;Три мушкетера;Д'Артаньян и три мушкетёра;Братство волка;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи"
В белом плену;Приключения;Семейный;Экстремальное выживание;Современное кино (2000–2020);7.212;584612;Into the White;7.1;5.1;;;;;;;;;;;;"Тарбозавр 3D;Последний дюйм;Отважные капитаны;Зов предков;Далеко по соседству;Робинзон Крузо;Я иду искать;Жизнь и удивительные приключения Робинзона Крузо;Зов волка;Приключения Кроша;След тигра;Невероятное путешествие мистера Спивета;Сокровище Амазонки;Гладиаторы Рима;127 часов;В Арктику;Альпинист;Касаясь пустоты;В диких условиях;Жизнь Пи"
Пятерка кладоискателей;Приключения;Семейный;Поиски сокровищ;Новинки (2020–2025);6.193;570084;Treasure Buddies;4.4;0;;;;;;;;;;;;"Приключения Хомы;Приключения запятой и точки;Золотая речка;Удивительные приключения Дениса Кораблева;Приключения Десперо;Приключения Буратино;Сокровище Амазонки;Том Сойер;Зов предков;Я иду искать;Зов волка;След тигра;Атлантида Русского Севера;Клад;Ван-Пис: Красный;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Либерея: Охотники за сокровищами;Мэрайа Мунди и шкатулка Мидаса;V Центурия. В поисках зачарованных сокровищ"
Идеальный шторм;Приключения;Драма;Экстремальное выживание;Современное кино (2000–2020);7.326;783;The Perfect Storm;6.5;5.6;;;;;;;;;;;;"Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Выжить;Побег из Гулага;Эверест;В лесах Сибири;Джунгли;Альфа;Жил-был тигр;Полет Феникса;Ледокол;Жажда странствий;Остаться в живых;Затерянные в Антарктиде;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль"
Неукротимая Анжелика;Приключения;Исторический;Экзотические путешествия;Классика (до 2000 года);7.99;77359;Indomptable Ang?lique;6.5;0;;;;;;;;;;;;"Виннету — сын Инчу-Чуна;Идальго: Погоня в пустыне;Черное золото;На краю Земли;13-й воин;Остров сокровищ;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Золото Маккенны;Робин Гуд: Принц воров;Красная палатка;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела"
Затерянные в Антарктиде;Приключения;Драма;Экстремальное выживание;Новинки (2020–2025);7.595;271505;Shackleton;7.6;0;;;;;;;;;;;;"72 градуса ниже нуля;Уроки выживания;Остаться в живых;Касаясь пустоты;Жизнь Пи;Выживший;Голубая бездна;Северная стена;Только у ангелов есть крылья;Выжить;Побег из Гулага;Моби Дик;Вертикаль;Эверест;В лесах Сибири;Белый шквал;Джунгли;Идеальный шторм;Акваланги на дне;Альфа"
Затерянный город Z;Приключения;Биографический;Поиски сокровищ;Современное кино (2000–2020);6.593;432794;The Lost City of Z;6.6;7.4;;;;;;;;;;;;"127 часов;Альпинист;В диких условиях;Кон-Тики;Выживая с волками;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Граф Монте-Кристо;Пираты Карибского моря: Сундук мертвеца;Планета сокровищ;Приключения Тинтина: Тайна Единорога;Атлантида: Затерянный мир;Сокровище нации;Сокровище;Золото;Сокровище нации: Книга Тайн;Пираты Карибского моря: На странных берегах;Сокровище Амазонки;Принц Персии: Пески времени;Мумия возвращается"
Библиотекарь 3: Проклятие иудовой чаши;Приключения;Фэнтези;Поиски сокровищ;Современное кино (2000–2020);6.442;400594;The Librarian: The Curse of the Judas Chalice;6.4;0;;;;;;;;;;;;"Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Пираты Карибского моря: Мертвецы не рассказывают сказки;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Мумия: Гробница Императора Драконов;Мумия;Аргонавты;Золотое путешествие Синдбада;Ван-Пис: Красный;Копи царя Соломона;Мэрайа Мунди и шкатулка Мидаса;Приключения Аладдина"
Приключения Аленушки и Еремы;Приключения;Фэнтези;Исторические квесты;Классика (до 2000 года);2.635;414930;;2.6;0;;;;;;;;;;;;"Необычайные приключения Адель;Джуманджи;Потерянный горизонт;Мумия;Аргонавты;Приключения барона Мюнхгаузена;Золотое путешествие Синдбада;Одиссея;Копи царя Соломона;Черепашки-ниндзя 3;Приключения Аладдина;13-й воин;Неуловимые мстители;Неуловимые мстители 2: Новые приключения неуловимых;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Маска Зорро;Робин Гуд: Принц воров"
V Центурия. В поисках зачарованных сокровищ;Приключения;Фэнтези;Поиски сокровищ;Новинки (2020–2025);3.695;457810;;3.7;0;;;;;;;;;;;;"Ван-Пис: Красный;Мэрайа Мунди и шкатулка Мидаса;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Мумия;Аргонавты;Атлантида: Затерянный мир;Золотое путешествие Синдбада;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Копи царя Соломона;Пираты Карибского моря: Мертвецы не рассказывают сказки;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов"
Белый шквал;Приключения;Драма;Экстремальное выживание;Классика (до 2000 года);7.404;2610;White Squall;6.6;5.7;;;;;;;;;;;;"Остаться в живых;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Акваланги на дне;Живой;07-й меняет курс;Килиманджара;Полярный рейс;Касаясь пустоты;Жизнь Пи;Выживший;Затерянные в Антарктиде;Северная стена;Выжить;Побег из Гулага;Эверест;72 градуса ниже нуля;В лесах Сибири"
Миссия Дарвина;Приключения;Биографический;Экзотические путешествия;Классика (до 2000 года);5.982;88202;G-Force;5.1;4.4;;;;;;;;;;;;"Фицкарральдо;Выжившие;Вокруг света за 80 дней;Порко Россо;Джуманджи;Приключения желтого чемоданчика;Потерянный горизонт;Тарзан;Приключения барона Мюнхгаузена;Неукротимая Анжелика;Пираты ХХ века;Жизнь Бенгальского улана;Парк Юрского периода 2: Затерянный мир;Новые приключения капитана Врунгеля;Одиссея;Необыкновенные приключения Карика и Вали;Остров погибших кораблей;Приключения Гекльберри Финна;След в океане;Конго"
Потерянный в снегах;Приключения;Триллер;Экстремальное выживание;Новинки (2020–2025);7.313;6376;The Snow Walker;7.3;6.8;;;;;;;;;;;;"Пропавшая экспедиция;Затерянные в лесах;Опасная природа;Над глубиной: Хроника выживания;В Арктику;Призрак и Тьма;Санктум;Выжившая;Затерянные в Антарктиде;Последний герой;Зов предков;72 градуса ниже нуля;Два капитана 2;Я иду искать;Затерянные во льдах;Зов волка;Борьба со льдом;Амазония: Инструкция по выживанию;След тигра;Школа выживания"
10 000 лет до н.э.;Приключения;Фэнтези;Экзотические путешествия;Современное кино (2000–2020);6.262;102611;10;000 BC;5.1;3.4;;;;;;;;;;;"Пираты Карибского моря: На краю света;Кинг Конг;Синдбад: Легенда семи морей;Атлантида 2: Возвращение Майло;Приключения Шаркбоя и Лавы;Джуманджи;Потерянный горизонт;Приключения барона Мюнхгаузена;Одиссея;Круиз по джунглям;Черепашки-ниндзя 3;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Пираты Карибского моря: Мертвецы не рассказывают сказки"
Миллион лет до нашей эры;Приключения;Фантастика;Экстремальное выживание;Классика (до 2000 года);6.643;50682;RRRrrrr!!!;5.9;0;;;;;;;;;;;;"Мир Юрского периода;Конг: Остров черепа;Парк Юрского периода 3;Война динозавров;Скалолазка и Последний из седьмой колыбели;Земля Санникова;Парк Юрского периода 2: Затерянный мир;Необыкновенные приключения Карика и Вали;Остров погибших кораблей;Конго;Затерянный мир;Путешествие к центру Земли;Остаться в живых;Последний дюйм;Отважные капитаны;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Призрак и Тьма"
Как три мушкетера;Приключения;Исторический;Исторические квесты;Новинки (2020–2025);6.8;;;;;;;;;;;;;;;;"Д'Артаньян и три мушкетёра;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи;Как три мушкетера;Как три мушкетера;Как три мушкетера;13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Братство волка;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Орел Девятого легиона"
Вокруг света за 80 дней;Приключения;Комедия;Экзотические путешествия;Классика (до 2000 года);7.937;1337642;Around the World in 80 Days;7.2;0;;;;;;;;;;;;"Порко Россо;Невероятная жизнь Уолтера Митти;Орел и решка;Пираты;Дорога на Эльдорадо;Роман с камнем;Капитан Фракасс;Жемчужина Нила;В поисках приключений;Фицкарральдо;Джуманджи;Приключения желтого чемоданчика;Потерянный горизонт;Тарзан;Приключения барона Мюнхгаузена;Неукротимая Анжелика;Пираты ХХ века;Жизнь Бенгальского улана;Парк Юрского периода 2: Затерянный мир;Новые приключения капитана Врунгеля"
В Арктику;Приключения;Триллер;Экстремальное выживание;Современное кино (2000–2020);8.689;5398149;;0;0;;;;;;;;;;;;"Санктум;Выжившая;Пропавшая экспедиция;Потерянный в снегах;Призрак и Тьма;Затерянные в лесах;Опасная природа;Над глубиной: Хроника выживания;Черное море;127 часов;Альпинист;Касаясь пустоты;В диких условиях;Жизнь Пи;Выживший;Северная стена;Покорители волн;Выжить;Побег из Гулага;Игра на выживание"
Красная палатка;Приключения;Исторический;Экстремальное выживание;Классика (до 2000 года);7.688;13521;;6.8;7.6;;;;;;;;;;;;"В сердце моря;Китобой;В пасти океана;13-й воин;Остров сокровищ;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Золото Маккенны;Робин Гуд: Принц воров;Неукротимая Анжелика;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя"
Аргонавты;Приключения;Фэнтези;Поиски сокровищ;Классика (до 2000 года);7.894;43527;;7.1;0;;;;;;;;;;;;"Мумия;Золотое путешествие Синдбада;Копи царя Соломона;Приключения Аладдина;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Ван-Пис: Красный;Эспен в поисках Золотого замка;Пираты Карибского моря: Мертвецы не рассказывают сказки;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов;Мэрайа Мунди и шкатулка Мидаса"
Пираты Карибского моря: Мертвецы не рассказывают сказки;Приключения;Фэнтези;Поиски сокровищ;Современное кино (2000–2020);6.69;575180;Pirates of the Caribbean: Dead Men Tell No Tales;6.5;4.7;;;;;;;;;;;;"Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов;Мумия;Аргонавты;Золотое путешествие Синдбада;Ван-Пис: Красный;Копи царя Соломона;Мэрайа Мунди и шкатулка Мидаса;Приключения Аладдина"
Тарзан. Легенда;Приключения;Боевик (Экшен);Экзотические путешествия;Современное кино (2000–2020);6.222;462491;The Legend of Tarzan;6.2;5.1;;;;;;;;;;;;"Пираты ХХ века;Покорители волн;Приключения Тинтина: Тайна Единорога;Игра на выживание;Во власти стихии;Одинокий рейнджер;Легенда Зорро;Вертикальный предел;Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Сокровища О.К.;10 000 лет до н.э.;Хозяин морей: На краю Земли;Пираты Карибского моря: На краю света;Невероятная жизнь Уолтера Митти;Орел и решка;Кинг Конг;Кинг-Конг;Синдбад: Легенда семи морей"
Во власти стихии;Приключения;Боевик (Экшен);Экстремальное выживание;Современное кино (2000–2020);7.005;1015040;Adrift;6.6;6.1;;;;;;;;;;;;"Покорители волн;Игра на выживание;Вертикальный предел;Последний герой;Приключения «Посейдона»;Смерч;Затерянные во льдах;Амазония: Инструкция по выживанию;Пик Данте;Школа выживания;Приключения Тинтина: Тайна Единорога;Одинокий рейнджер;Легенда Зорро;Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Тарзан. Легенда;Сокровища О.К.;127 часов;В Арктику"
Черная стрела;Приключения;Исторический;Исторические квесты;Классика (до 2000 года);6.746;45554;;5.9;0;;;;;;;;;;;;"13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Тайна королевы Анны, или Мушкетеры 30 лет спустя;Д'Артаньян и три мушкетера;Три мушкетера;Возвращение мушкетеров;Д'Артаньян и три мушкетёра;Братство волка;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи"
Братство волка;Приключения;Исторический;Исторические квесты;Современное кино (2000–2020);7.348;777;Le Pacte des loups;7;6.3;;;;;;;;;;;;"Орел Девятого легиона;Гардемарины III;Робин Гуд: Начало;Форт Росс: В поисках приключений;13-й воин;Д'Артаньян и три мушкетёра;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Три мушкетера: Подвески королевы;Принц и нищий;Человек в железной маске;Три мушкетера: Месть миледи;Как три мушкетера;Как три мушкетера;Картуш;Как три мушкетера"
Анаконда;Приключения;Ужасы;Экстремальное выживание;Классика (до 2000 года);6.092;3959;Anaconda;4.9;5;;;;;;;;;;;;"Медвежья охота;Остаться в живых;Последний дюйм;Отважные капитаны;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Призрак и Тьма;Красная палатка;Приключения «Посейдона»;Далеко по соседству;Белый шквал;Робинзон Крузо;Смерч;Жизнь и удивительные приключения Робинзона Крузо;Акваланги на дне;Живой;Приключения Кроша;Пик Данте"
Форт Росс: В поисках приключений;Приключения;Исторический;Исторические квесты;Современное кино (2000–2020);6.595;701760;;4.1;0;;;;;;;;;;;;"Братство волка;Орел Девятого легиона;Гардемарины III;Робин Гуд: Начало;13-й воин;Д'Артаньян и три мушкетёра;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Три мушкетера: Подвески королевы;Принц и нищий;Человек в железной маске;Три мушкетера: Месть миледи;Как три мушкетера;Как три мушкетера;Картуш;Как три мушкетера"
Сокровище;Приключения;Исторический;Поиски сокровищ;Современное кино (2000–2020);7.305;4690408;;0;0;;;;;;;;;;;;"Граф Монте-Кристо;Сокровище нации;Сокровище нации: Книга Тайн;Остров сокровищ;Атлантида Русского Севера;Золото Маккенны;Братство волка;Идальго: Погоня в пустыне;В сердце моря;Черное золото;Орел Девятого легиона;Китобой;Гардемарины III;Робин Гуд: Начало;Форт Росс: В поисках приключений;В пасти океана;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Планета сокровищ"
Последний из могикан;Приключения;Исторический;Исторические квесты;Классика (до 2000 года);7.533;8468;The Last of the Mohicans;7.6;7.8;;;;;;;;;;;;"13-й воин;Одиссея капитана Блада;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя;Д'Артаньян и три мушкетера;Три мушкетера;Возвращение мушкетеров;Д'Артаньян и три мушкетёра;Братство волка;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи"
Гардемарины III;Приключения;Исторический;Исторические квесты;Современное кино (2000–2020);6.863;41178;;5.4;0;;;;;;;;;;;;"Братство волка;Орел Девятого легиона;Робин Гуд: Начало;Форт Росс: В поисках приключений;13-й воин;Д'Артаньян и три мушкетёра;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Три мушкетера: Подвески королевы;Принц и нищий;Человек в железной маске;Три мушкетера: Месть миледи;Как три мушкетера;Как три мушкетера;Картуш;Как три мушкетера"
Два капитана 2;Приключения;Детектив;Экстремальное выживание;Новинки (2020–2025);7.217;63986;;6.9;0;;;;;;;;;;;;"Затерянные в Антарктиде;Последний герой;Пропавшая экспедиция;Потерянный в снегах;Зов предков;72 градуса ниже нуля;Я иду искать;Затерянные во льдах;Зов волка;Борьба со льдом;Амазония: Инструкция по выживанию;След тигра;Затерянные в лесах;Школа выживания;Опасная природа;Уроки выживания;Медвежья охота;Над глубиной: Хроника выживания;Война динозавров;Скалолазка и Последний из седьмой колыбели"
Мушкетеры 20 лет спустя;Приключения;Исторический;Исторические квесты;Классика (до 2000 года);7.003;41632;;6.1;0;;;;;;;;;;;;"13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя;Д'Артаньян и три мушкетера;Три мушкетера;Возвращение мушкетеров;Д'Артаньян и три мушкетёра;Братство волка;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи"
След тигра;Приключения;Семейный;Экстремальное выживание;Новинки (2020–2025);6.627;855929;;0;0;;;;;;;;;;;;"Зов предков;Я иду искать;Зов волка;Последний дюйм;Отважные капитаны;В белом плену;Далеко по соседству;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Тарбозавр 3D;Приключения Хомы;Приключения запятой и точки;Золотая речка;Удивительные приключения Дениса Кораблева;Приключения Десперо;Пятерка кладоискателей;Затерянные в Антарктиде;Последний герой;Пропавшая экспедиция"
Выживший;Приключения;Драма;Экстремальное выживание;Современное кино (2000–2020);7.843;522941;The Revenant;8;7.8;;;;;;;;;;;;"Касаясь пустоты;Жизнь Пи;Северная стена;Выжить;Побег из Гулага;Эверест;В лесах Сибири;Джунгли;Идеальный шторм;Альфа;Жил-был тигр;Полет Феникса;Ледокол;Жажда странствий;Остаться в живых;Затерянные в Антарктиде;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль"
07-й меняет курс;Приключения;Драма;Экстремальное выживание;Классика (до 2000 года);5.317;279224;;5.6;0;;;;;;;;;;;;"Остаться в живых;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Белый шквал;Акваланги на дне;Живой;Килиманджара;Полярный рейс;Касаясь пустоты;Жизнь Пи;Выживший;Затерянные в Антарктиде;Северная стена;Выжить;Побег из Гулага;Эверест;72 градуса ниже нуля;В лесах Сибири"
Железная маска;Приключения;Фэнтези;Поиски сокровищ;Современное кино (2000–2020);7.341;56795;Le masque de fer;5.9;0;;;;;;;;;;;;"Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Пираты Карибского моря: Мертвецы не рассказывают сказки;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов;Мумия;Аргонавты;Золотое путешествие Синдбада;Ван-Пис: Красный;Копи царя Соломона;Мэрайа Мунди и шкатулка Мидаса;Приключения Аладдина"
Индиана Джонс и последний крестовый поход;Приключения;Боевик (Экшен);Поиски сокровищ;Классика (до 2000 года);8.075;472;Indiana Jones and the Last Crusade;8.2;8;;;;;;;;;;;;"Индиана Джонс: В поисках утраченного ковчега;Индиана Джонс и последний крестовый Поход;Индиана Джонс и Храм Судьбы;Искатели приключений;Красное солнце;Человек из Рио;Остров головорезов;Вольный ветер;Доспехи бога: В поисках сокровищ;Приключения Тинтина: Тайна Единорога;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Либерея: Охотники за сокровищами;Сокровища О.К.;Маска Зорро;Приключения «Посейдона»;Зорро"
Санктум;Приключения;Триллер;Экстремальное выживание;Современное кино (2000–2020);6.783;462669;Sanctum;5.9;4.5;;;;;;;;;;;;"В Арктику;Выжившая;Пропавшая экспедиция;Потерянный в снегах;Призрак и Тьма;Затерянные в лесах;Опасная природа;Над глубиной: Хроника выживания;Черное море;127 часов;Альпинист;Касаясь пустоты;В диких условиях;Жизнь Пи;Выживший;Северная стена;Покорители волн;Выжить;Побег из Гулага;Игра на выживание"
Атлантида: Затерянный мир;Приключения;Фэнтези;Поиски сокровищ;Современное кино (2000–2020);7.89;597;Atlantis: The Lost Empire;6.9;5.5;;;;;;;;;;;;"Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Пираты Карибского моря: Мертвецы не рассказывают сказки;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов;Мумия;Аргонавты;Золотое путешествие Синдбада;Ван-Пис: Красный;Копи царя Соломона;Мэрайа Мунди и шкатулка Мидаса;Приключения Аладдина"
Затерянные во льдах;Приключения;Боевик (Экшен);Экстремальное выживание;Новинки (2020–2025);6.82;1069265;Arctic;6.8;7.2;;;;;;;;;;;;"Последний герой;Амазония: Инструкция по выживанию;Школа выживания;Покорители волн;Игра на выживание;Приключения «Посейдона»;Смерч;Во власти стихии;Вертикальный предел;Пик Данте;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Либерея: Охотники за сокровищами;Затерянные в Антарктиде;Пропавшая экспедиция;Потерянный в снегах;Зов предков;72 градуса ниже нуля;Два капитана 2;Я иду искать"
Голубая бездна;Приключения;Драма;Экстремальное выживание;Классика (до 2000 года);7.794;9579;Le grand bleu;7.5;5.9;;;;;;;;;;;;"Остаться в живых;Только у ангелов есть крылья;Моби Дик;Вертикаль;Белый шквал;Акваланги на дне;Живой;07-й меняет курс;Килиманджара;Полярный рейс;Касаясь пустоты;Жизнь Пи;Выживший;Затерянные в Антарктиде;Северная стена;Выжить;Побег из Гулага;Эверест;72 градуса ниже нуля;В лесах Сибири"
