0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;20_похожих
Манчестер у моря;Драма;Семейный;Грустное/Трагическое;Современное кино (2000–2020);7.284;884376;Manchester by the Sea;7.8;8.8;;;;;;;;;;;;"Короткий срок 12;Капернаум;Чудо в камере №7;Цирк «Бабочка»;День и ночь;Укрась прощальное утро цветами обещания;Невозможное;Моя земля;Переходный возраст;Магазинные воришки;Дорогой Фрэнки;Невидимые дети;Итальянец;Долгие проводы;Нелюбовь;Мустанг;Белый олеандр;Мачеха;Елена;Проект «Флорида»"
Прерванная жизнь;Драма;Биографический;Грустное/Трагическое;Классика (до 2000 года);7.806;5058;Girl, Interrupted;7.3;5.7;;;;;;;;;;;;"Ночи в стиле буги;Мертвец идет;Страсти по Матвею;Агония;Парень из пузыря;Молох;3096 дней;12 лет рабства;Забивание камнями Сорайи М.;На острие;Обыкновенное сердце;Рестлер;Страсти Христовы;Малена;Юнайтед. Мюнхенская трагедия;Все еще Элис;Морфий;Бобби;Сначала они убили моего отца;Скандал"
Девушка и смерть;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.8;468223;;6.3;6.2;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Вернуть Бена;Драма;Семейный;Грустное/Трагическое;Современное кино (2000–2020);6.862;1071357;Ben Is Back;6.7;6.9;;;;;;;;;;;;"Короткий срок 12;Капернаум;Чудо в камере №7;Цирк «Бабочка»;День и ночь;Укрась прощальное утро цветами обещания;Невозможное;Моя земля;Переходный возраст;Магазинные воришки;Дорогой Фрэнки;Невидимые дети;Итальянец;Долгие проводы;Манчестер у моря;Нелюбовь;Мустанг;Белый олеандр;Мачеха;Елена"
Сестры Магдалины;Драма;Исторический;Грустное/Трагическое;Современное кино (2000–2020);7.721;3428;The Magdalene Sisters;7.7;7.7;;;;;;;;;;;;"Чернобыль;Сумрачный самурай;Отверженные;Мемуары гейши;Король чертова острова;Холодная война;Голова в облаках;Макбет;Воздушные змеи;Таинственный Альберт Ноббс;Стукач;Garpastum;Дом терпимости;Жила-была одна баба;Враги;Спитак;Собор Парижской Богоматери;Харакири;Земля;Гамлет"
Сестренка;Драма;Семейный;Вдохновляющее;Новинки (2020–2025);6.442;465167;;0;0;;;;;;;;;;;;"CODA: Ребенок глухих родителей;Девочка из города;Особенные;Ты не одинок;Свет вокруг;Исчезнувшее время: Мальчик, который вернулся;Дорога перемен;Палмер;Горечь и сладость;Слушая тишину;Вызов;Благочестивая Марта;От печали до радости;Еще вчера;Мой мальчик;Третий тайм;Минари;Я делаю шаг;Прошу слова;Тронутые"
Молох;Драма;Биографический;Грустное/Трагическое;Классика (до 2000 года);5.529;4439703;Moloch;6;7.3;;;;;;;;;;;;"Ночи в стиле буги;Прерванная жизнь;Мертвец идет;Страсти по Матвею;Агония;Парень из пузыря;3096 дней;12 лет рабства;Забивание камнями Сорайи М.;На острие;Обыкновенное сердце;Рестлер;Страсти Христовы;Малена;Юнайтед. Мюнхенская трагедия;Все еще Элис;Морфий;Бобби;Сначала они убили моего отца;Скандал"
Рестлер;Драма;Биографический;Грустное/Трагическое;Современное кино (2000–2020);7.548;402514;The Wrestler;7.9;8.5;;;;;;;;;;;;"3096 дней;12 лет рабства;Забивание камнями Сорайи М.;Обыкновенное сердце;Страсти Христовы;Малена;Юнайтед. Мюнхенская трагедия;Все еще Элис;Морфий;Бобби;Сначала они убили моего отца;Скандал;Кливлендские пленницы;Смерть и жизнь Джона Ф. Донована;Быть Флинном;Злое;Голод;На острие;Ночи в стиле буги;Прерванная жизнь"
Агора;Драма;Биографический;Философское;Современное кино (2000–2020);7.621;405952;Agora;7.1;5.8;;;;;;;;;;;;"Нефть;Море внутри;Часы;Перо маркиза де Сада;Танец реальности;Мастер;Зеркало;Весь этот джаз;Последнее искушение Христа;Левша;Отец Сергий;Шедевр;3096 дней;12 лет рабства;Зеленая книга;Непобедимый;Лев;Забивание камнями Сорайи М.;Отель «Руанда»;Обыкновенное сердце"
Маленькая Вера;Драма;Мелодрама;Грустное/Трагическое;Классика (до 2000 года);7.138;46520;;6.9;7.4;;;;;;;;;;;;"Студия 54;Анюта;Жестокий романс;Уроки французского;Кто боится Вирджинии Вульф?;Кабаре;Тени забытых предков;Простая история;Неоконченная пьеса для механического пианино;Белые росы;Слезы капали;Рассекая волны;Доктор Живаго;Дни вина и роз;Филадельфия;Все о моей матери;Когда деревья были большими;Три цвета: Синий;Евгений Онегин;Девушка на мосту"
Северная страна;Драма;Биографический;Вдохновляющее;Современное кино (2000–2020);7.604;77425;North Country;7.3;6.7;;;;;;;;;;;;"Зеленая книга;Непобедимый;Лев;Отель «Руанда»;Писатели свободы;Почти знаменит;Темные воды;Тренер Картер;Просто помиловать;8 миля;Дикий;Мирный воин;Салют-7;Дворецкий;Рокки Бальбоа;Дикая;Дирижер;Свалка;Про Петра и Павла;Гениальный папа"
Прокаженная;Драма;Исторический;Грустное/Трагическое;Новинки (2020–2025);7.508;177839;Tredowata;6.5;0;;;;;;;;;;;;"Гора самоцветов;Капитан Волконогов бежал;Дорогие товарищи!;Власть пса;Чернобыль;Собор Парижской Богоматери;Харакири;Земля;Сумрачный самурай;Гамлет;Ран;Тихий Дон;Девичий источник;Гроздья гнева;Отверженные;Мемуары гейши;Васса;Сестры Магдалины;Восток — Запад;Шинель"
Полуночный ковбой;Драма;Криминал;Грустное/Трагическое;Классика (до 2000 года);7.705;506;Midnight Cowboy;7.8;8.5;;;;;;;;;;;;"Убить пересмешника;Ненависть;Холодное лето пятьдесят третьего;На игле;Бильярдист;Калина красная;Спящие;На дне;Ворошиловский стрелок;Время убивать;Мой друг Иван Лапшин;Делай как надо;Тельма и Луиза;Такси-блюз;Страна глухих;Американская история;Игла;Оливер Твист;Про уродов и людей;Клуб «Коттон»"
Кровь моей крови;Драма;Криминал;Грустное/Трагическое;Новинки (2020–2025);5.338;764066;Sangue del mio sangue;6.1;7.3;;;;;;;;;;;;"Цвет шафрана;Родная кровь;Неподдающиеся;Колыбельная для брата;Дубравка;Опасный возраст;Мы еще здесь;Необстрелянные;Минута молчания;Испытание;Стукачка;Город мальчиков;Выскочка;Зимний путь;Хорошая женщина;Опекун;Заяц над бездной;Сторож;40;Зачинщики"
Братья Карамазовы;Драма;Криминал;Философское;Классика (до 2000 года);7.85;322063;;7.5;0;;;;;;;;;;;;"Американская история Х;Таксист;Мертвец;Свой человек;Правосудие для всех;Остановился поезд;Дикое сердце;Хозяин тайги;Непрощенная;Тело Христово;Плохой хороший человек;Джокер. Возмездие;Место под соснами;Признайте меня виновным;Изображая жертву;Цезарь должен умереть;Личное дело судьи Ивановой;Параноид парк;Духless 2;Меня это не касается"
Меня зовут Кхан;Драма;Мелодрама;Вдохновляющее;Современное кино (2000–2020);8.096;406340;My Name Is Khan;7.9;6.7;;;;;;;;;;;;"28 дней;Хороший доктор;Работа без авторства;Миллионер из трущоб;Со склонов Кокурико;Разрисованная вуаль;Вне игры;Найти Форрестера;Вайолет Эвергарден: Вечность и призрак пера;Клуб любителей книг и пирогов из картофельных очистков;Звук металла;Танцы без правил;Завтрак на Плутоне;Мужской стриптиз;Бруклин;Трансамерика;Мажестик;Гол!;Цветы запоздалые;Султан"
Прости;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.938;43323;;6.6;0;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Лихорадка субботнего вечера;Драма;Мелодрама;Грустное/Трагическое;Классика (до 2000 года);7.215;8132;Saturday Night Fever;6.8;7.5;;;;;;;;;;;;"Студия 54;Анюта;Жестокий романс;Уроки французского;Кто боится Вирджинии Вульф?;Кабаре;Тени забытых предков;Простая история;Неоконченная пьеса для механического пианино;Белые росы;Слезы капали;Рассекая волны;Доктор Живаго;Дни вина и роз;Филадельфия;Все о моей матери;Когда деревья были большими;Три цвета: Синий;Евгений Онегин;Девушка на мосту"
Ожидания;Драма;Мелодрама;Грустное/Трагическое;Новинки (2020–2025);7.201;472318;;0;0;;;;;;;;;;;;"Архангельские новеллы;Послесловие;Судьба резидента;Молодая жена;Другая;Здорово и вечно;Сломленные;Нежный возраст;Мне бы в небо;Три истории;Онегин;Наша Наташа;Роль;Бедная Саша;Событие;Развод;Затишье;Приезжая;Метель;Ближний круг"
Обыкновенные люди;Драма;Семейный;Грустное/Трагическое;Классика (до 2000 года);7.238;2810;Ordinary People;7.7;8.5;;;;;;;;;;;;"Рокко и его братья;Похитители велосипедов;Король Лир;Евдокия;Осенняя соната;Республика ШКИД;Чучело;Крамер против Крамера;Девочка со спичками;Что гложет Гилберта Грейпа?;Не стреляйте в белых лебедей;О мышах и людях;Дядя Ваня;Моя девочка;Каран и Арджун;Иваново счастье;Пять легких пьес;Пядь земли;Комната Марвина;Сыновья Большой Медведицы"
Осень;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);7.332;42796;;7.3;0;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Серая Шейка;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Сашка;У озера;Мой любимый клоун"
Пылающая равнина;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.976;395714;The Burning Plain;6.7;5;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Голгофа;Драма;Комедия;Философское;Современное кино (2000–2020);7.746;666951;Calvary;7.4;7.7;;;;;;;;;;;;"Кавалерия;Великая красота;Географ глобус пропил;Сломанные цветы;Серьезный человек;Чеховские мотивы;Свободное плавание;Игби идет ко дну;Юрьев день;Где-то;Артур Ньюман;Клуб «Завтрак»;Виридиана;Сладкая жизнь;Скверный анекдот;Делай — раз!;Нэшвилл;Астенический синдром;Человек из Подольска;Идиоты"
Исчезновение Элеанор Ригби;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.584;841431;The Disappearance of Eleanor Rigby: Them;6.3;6.3;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Власть убеждений;Драма;Мелодрама;Философское;Новинки (2020–2025);5.534;580719;The Power of Few;5.1;4.9;;;;;;;;;;;;"Вайолет Эвергарден. Вечность и призрак пера;Прошлые жизни;Сядь за руль моей машины;Земля кочевников;Поздняя встреча;По небу босиком;Тайны прошлого;Ветер северный;Дульсинея Тобосская;Большая поэзия;Норвег;Странствующая блудница;45 лет;Идиот;Табу;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный"
Возврат;Драма;Семейный;Грустное/Трагическое;Современное кино (2000–2020);7.131;105878;Cashback;7.1;5.5;;;;;;;;;;;;"Короткий срок 12;Капернаум;Чудо в камере №7;Цирк «Бабочка»;День и ночь;Укрась прощальное утро цветами обещания;Невозможное;Моя земля;Переходный возраст;Магазинные воришки;Дорогой Фрэнки;Невидимые дети;Итальянец;Долгие проводы;Манчестер у моря;Нелюбовь;Мустанг;Белый олеандр;Мачеха;Елена"
Тронутые;Драма;Семейный;Вдохновляющее;Новинки (2020–2025);7.167;770634;The Road Within;7;5;;;;;;;;;;;;"CODA: Ребенок глухих родителей;Девочка из города;Особенные;Ты не одинок;Свет вокруг;Исчезнувшее время: Мальчик, который вернулся;Дорога перемен;Палмер;Горечь и сладость;Слушая тишину;Вызов;Благочестивая Марта;От печали до радости;Еще вчера;Мой мальчик;Третий тайм;Минари;Я делаю шаг;Прошу слова;Почти семнадцать"
Столкновение;Драма;Криминал;Грустное/Трагическое;Современное кино (2000–2020);7.811;61297;Crash;7.7;7.2;;;;;;;;;;;;"25-й час;21 грамм;Реквием по мечте;Дурак;Призраки;Кровавый алмаз;Класс;Боулинг для Колумбины;Таинственная река;Окраина;Головой о стену;Это — Англия;Судья;Сочувствие госпоже Месть;Бьютифул;Сочувствие господину Месть;Порожний рейс;Бойцовая рыбка;Левиафан;Чужая ненависть"
Рэйчел выходит замуж;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.407;395695;Rachel Getting Married;6.7;7.5;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Цирк «Бабочка»;Драма;Семейный;Грустное/Трагическое;Современное кино (2000–2020);8.498;473534;The Butterfly Circus;7.7;0;;;;;;;;;;;;"Короткий срок 12;Капернаум;Чудо в камере №7;День и ночь;Укрась прощальное утро цветами обещания;Невозможное;Моя земля;Переходный возраст;Магазинные воришки;Дорогой Фрэнки;Невидимые дети;Итальянец;Долгие проводы;Манчестер у моря;Нелюбовь;Мустанг;Белый олеандр;Мачеха;Елена;Проект «Флорида»"
Уроки французского;Драма;Мелодрама;Грустное/Трагическое;Классика (до 2000 года);8.263;40844;;7.8;0;;;;;;;;;;;;"Студия 54;Анюта;Жестокий романс;Кто боится Вирджинии Вульф?;Кабаре;Тени забытых предков;Простая история;Неоконченная пьеса для механического пианино;Белые росы;Слезы капали;Рассекая волны;Доктор Живаго;Дни вина и роз;Филадельфия;Все о моей матери;Когда деревья были большими;Три цвета: Синий;Евгений Онегин;Девушка на мосту;Белые ночи"
Ле ман;Драма;Боевик (Экшен);Вдохновляющее;Классика (до 2000 года);7.219;14460;Le Mans;6.7;6.6;;;;;;;;;;;;"Рокки;Рокки 2;Гран-при;Экипаж;Рокки 3;Рокки 4;Дни грома;Рокки 5;Воин;Нокдаун;Огонь;Аллегро с огнем;Крид 2;Толстяк на ринге;Бой;Жестокий ринг;Дикарь;На краю;Одной левой;Болевой порог"
Реквием по мечте;Драма;Криминал;Грустное/Трагическое;Современное кино (2000–2020);8.015;367;Requiem for a Dream;8.3;7.4;;;;;;;;;;;;"25-й час;21 грамм;Дурак;Призраки;Кровавый алмаз;Класс;Боулинг для Колумбины;Таинственная река;Окраина;Столкновение;Головой о стену;Это — Англия;Судья;Сочувствие госпоже Месть;Бьютифул;Сочувствие господину Месть;Порожний рейс;Бойцовая рыбка;Левиафан;Чужая ненависть"
Прикосновение;Драма;Мелодрама;Грустное/Трагическое;Новинки (2020–2025);6.827;40956;;6.5;0;;;;;;;;;;;;"Архангельские новеллы;Послесловие;Судьба резидента;Молодая жена;Другая;Здорово и вечно;Сломленные;Нежный возраст;Мне бы в небо;Три истории;Онегин;Ожидания;Наша Наташа;Роль;Бедная Саша;Событие;Развод;Затишье;Приезжая;Метель"
Голова в облаках;Драма;Исторический;Грустное/Трагическое;Современное кино (2000–2020);7.7;6176;Head in the Clouds;6.5;4.3;;;;;;;;;;;;"Чернобыль;Сумрачный самурай;Отверженные;Мемуары гейши;Сестры Магдалины;Король чертова острова;Холодная война;Макбет;Воздушные змеи;Таинственный Альберт Ноббс;Стукач;Garpastum;Дом терпимости;Жила-была одна баба;Враги;Спитак;Собор Парижской Богоматери;Харакири;Земля;Гамлет"
Последний урок;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);7.075;424630;La journ?e de la jupe;6.9;0;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Серая Шейка;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Сашка;Осень;У озера"
Танцующая в темноте;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);7.998;646;Dancer in the Dark;7.9;6.8;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь;Ложь во спасение"
Мы, двое мужчин;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);7.647;397454;;7.1;0;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Ускользающая красота;Драма;Мелодрама;Философское;Классика (до 2000 года);7.327;4488;Stealing Beauty;6.5;5.9;;;;;;;;;;;;"Идиот;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный;Ностальгия;Выпускник;Сто дней после детства;Девять дней одного года;Несколько дней из жизни И.И. Обломова;Жить своей жизнью;Магнолия;Асса;Аталанта;Мужское-женское;Три цвета: Белый;Дорогая Елена Сергеевна;Смерть в Венеции;Знахарь"
Молодая жена;Драма;Мелодрама;Грустное/Трагическое;Новинки (2020–2025);8.271;46683;;7;0;;;;;;;;;;;;"Архангельские новеллы;Послесловие;Судьба резидента;Другая;Здорово и вечно;Сломленные;Нежный возраст;Мне бы в небо;Три истории;Онегин;Ожидания;Наша Наташа;Роль;Бедная Саша;Событие;Развод;Затишье;Приезжая;Метель;Ближний круг"
Тревожный месяц вересень;Драма;Военный;Грустное/Трагическое;Новинки (2020–2025);6.326;42295;;6.4;0;;;;;;;;;;;;"Укрытие;Бал;Осенние корабли;Дорога к матери;И на камнях растут деревья;Аманат;Моя мама;Снегирь;Я не вернусь;Разжалованный;Чайки;Интервенция;На следующий день;Свидетели;Жду и надеюсь;Когда мы уходим;Берега;Северный ветер;Белое платье;Единственная дорога"
Прошлые жизни;Драма;Мелодрама;Философское;Новинки (2020–2025);7.383;1346482;Past Lives;7.8;9.1;;;;;;;;;;;;"Вайолет Эвергарден. Вечность и призрак пера;Сядь за руль моей машины;Земля кочевников;Поздняя встреча;По небу босиком;Тайны прошлого;Ветер северный;Дульсинея Тобосская;Большая поэзия;Норвег;Странствующая блудница;Власть убеждений;45 лет;Идиот;Табу;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный"
В долине Эла;Драма;Детектив;Грустное/Трагическое;Современное кино (2000–2020);7.136;178303;In the Valley of Elah;7.1;7;;;;;;;;;;;;"Подмена;Загадочная кожа;Разоблачение;Долорес Клэйборн;Единожды солгав;Отголоски прошлого;Китайский сервиз;В центре внимания;12;Сомнение;Однажды в Анатолии;В доме;Миллион для чайников;3096 дней;25-й час;21 грамм;12 лет рабства;Чернобыль;Короткий срок 12;Капернаум"
Зимняя кость;Драма;Криминал;Грустное/Трагическое;Современное кино (2000–2020);6.534;455627;Winter's Bone;7.1;8.3;;;;;;;;;;;;"25-й час;21 грамм;Реквием по мечте;Дурак;Призраки;Кровавый алмаз;Класс;Боулинг для Колумбины;Таинственная река;Окраина;Столкновение;Головой о стену;Это — Англия;Судья;Сочувствие госпоже Месть;Бьютифул;Сочувствие господину Месть;Порожний рейс;Бойцовая рыбка;Левиафан"
О друзьях-товарищах;Драма;Приключения;Вдохновляющее;Классика (до 2000 года);6.225;466894;;6;0;;;;;;;;;;;;"В добрый час;Дикая собака Динго;Дальняя дорога;713-й просит посадку;Изгой;Дети Дон-Кихота;Арахисовый сокол;Матч-реванш;Третья звезда;Грязь;Высота 89;Белая стрела;Новости со всех концов света;Стрекоза;Одиночное плавание;Миллиард;Путь;Проигранное место;Дерсу Узала;Старик и море"
Дикие сердцем;Драма;Мелодрама;Философское;Классика (до 2000 года);7.1;;;;;;;;;;;;;;;;"Идиот;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный;Ностальгия;Выпускник;Сто дней после детства;Девять дней одного года;Несколько дней из жизни И.И. Обломова;Жить своей жизнью;Магнолия;Асса;Аталанта;Мужское-женское;Три цвета: Белый;Дорогая Елена Сергеевна;Смерть в Венеции;Знахарь"
Дикие сердцем;Драма;Мелодрама;Философское;Классика (до 2000 года);7.1;;;;;;;;;;;;;;;;"Идиот;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный;Ностальгия;Выпускник;Сто дней после детства;Девять дней одного года;Несколько дней из жизни И.И. Обломова;Жить своей жизнью;Магнолия;Асса;Аталанта;Мужское-женское;Три цвета: Белый;Дорогая Елена Сергеевна;Смерть в Венеции;Знахарь"
Пало-Альто;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.639;714101;Palo Alto;6.2;6.2;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Одинокий мужчина;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);7.764;430593;A Single Man;7.5;7.4;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь;Ложь во спасение"
Транзит;Драма;Военный;Грустное/Трагическое;Современное кино (2000–2020);5.892;464424;Transit;5.8;5.2;;;;;;;;;;;;"Пожары;Мальчик в полосатой пижаме;Поводырь;Зло;Воровка книг;Как складывать флаг;Межа;Холодная гора;За последней чертой;Хайтарма;Я вас любил...;Франц;Блокпост;Сын Саула;Мусульманин;Два долгих гудка в тумане;Человек на своем месте;Дылда;Песня имен;Рай"
Спящие;Драма;Криминал;Грустное/Трагическое;Классика (до 2000 года);7.857;968733;;0;0;;;;;;;;;;;;"Убить пересмешника;Ненависть;Холодное лето пятьдесят третьего;На игле;Бильярдист;Калина красная;Полуночный ковбой;На дне;Ворошиловский стрелок;Время убивать;Мой друг Иван Лапшин;Делай как надо;Тельма и Луиза;Такси-блюз;Страна глухих;Американская история;Игла;Оливер Твист;Про уродов и людей;Клуб «Коттон»"
Прислуга;Драма;Исторический;Вдохновляющее;Современное кино (2000–2020);8.244;470553;The Help;8.1;7;;;;;;;;;;;;"Гордость;Соль Земли;Председатель;Танцующий с волками;Укрощение огня;Первый учитель;Старое и новое (Генеральная линия);Огненные колесницы;Одиннадцать молчаливых мужчин;Император;Чернобыль;Сумрачный самурай;Отверженные;Мемуары гейши;Сестры Магдалины;Белая лента;Король чертова острова;Новый мир;Холодная война;Мюнхен"
Наша Наташа;Драма;Мелодрама;Грустное/Трагическое;Новинки (2020–2025);7.844;988792;Nasha Natasha;6.5;0;;;;;;;;;;;;"Архангельские новеллы;Послесловие;Судьба резидента;Молодая жена;Другая;Здорово и вечно;Сломленные;Нежный возраст;Мне бы в небо;Три истории;Онегин;Ожидания;Роль;Бедная Саша;Событие;Развод;Затишье;Приезжая;Метель;Ближний круг"
Лунная радуга;Драма;Мелодрама;Вдохновляющее;Новинки (2020–2025);5.332;45125;;5.2;0;;;;;;;;;;;;"Голос улиц;Стартап;Чемпион;Небеса обетованные;Вторая жизнь Гарольда Фрая;Королевский гамбит;Примадонна;Купе номер 6;Фуэте;Вкус жизни;Тренер;Со дна вершины;Игра в четыре руки;Я счастливая;Молодые;Шестнадцатая весна;Паутинка бабьего лета;Белый лебедь;Ледяной драйв;Отвези меня домой"
Донская повесть;Драма;Военный;Грустное/Трагическое;Классика (до 2000 года);7.823;44278;;7.5;0;;;;;;;;;;;;"Сало, или 120 дней Содома;История;Могила светлячков;Судьба человека;Бег;Охотник на оленей;Зимнее утро;Дни Турбиных;Нити;Чочара;Утомленные солнцем;Легенды осени;Выбор Софи;Сорок первый;Кавказский пленник;Отчий дом;Английский пациент;Шведская спичка;Птаха;Журавушка"
Кориолан;Драма;Военный;Грустное/Трагическое;Современное кино (2000–2020);6.907;462250;Coriolanus;6.1;7.4;;;;;;;;;;;;"Пожары;Мальчик в полосатой пижаме;Поводырь;Зло;Воровка книг;Как складывать флаг;Межа;Холодная гора;За последней чертой;Хайтарма;Я вас любил...;Франц;Блокпост;Сын Саула;Мусульманин;Два долгих гудка в тумане;Человек на своем месте;Дылда;Песня имен;Рай"
Благословите женщину;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);8.069;41239;;6.6;0;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Роза прощальных ветров;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);6.312;702179;;0;0;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Серая Шейка;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Сашка;Осень;У озера"
В добрый час;Драма;Приключения;Вдохновляющее;Классика (до 2000 года);8.162;45592;;7.4;0;;;;;;;;;;;;"Дикая собака Динго;Дальняя дорога;О друзьях-товарищах;713-й просит посадку;Изгой;Дети Дон-Кихота;Арахисовый сокол;Матч-реванш;Третья звезда;Грязь;Высота 89;Белая стрела;Новости со всех концов света;Стрекоза;Одиночное плавание;Миллиард;Путь;Проигранное место;Дерсу Узала;Старик и море"
Морфий;Драма;Биографический;Грустное/Трагическое;Современное кино (2000–2020);7.214;398099;;7.2;0;;;;;;;;;;;;"3096 дней;12 лет рабства;Забивание камнями Сорайи М.;Обыкновенное сердце;Рестлер;Страсти Христовы;Малена;Юнайтед. Мюнхенская трагедия;Все еще Элис;Бобби;Сначала они убили моего отца;Скандал;Кливлендские пленницы;Смерть и жизнь Джона Ф. Донована;Быть Флинном;Злое;Голод;На острие;Ночи в стиле буги;Прерванная жизнь"
Нокдаун;Драма;Боевик (Экшен);Вдохновляющее;Новинки (2020–2025);8.2;12244;Cinderella Man;8;7.4;;;;;;;;;;;;"Огонь;Аллегро с огнем;Бой;Дикарь;На краю;Воин;Рокки;Рокки 2;Гран-при;Экипаж;Рокки 3;Рокки 4;Ле ман;Крид 2;Толстяк на ринге;Жестокий ринг;Дни грома;Рокки 5;Одной левой;Болевой порог"
